Lead ID	Job Title	Language	Valid JT	Job Role	Marketing Audience	Function	Seniority	Confidence Score
2434	????????	ja	Yes	Assistant	Operations User	Operations	Entry	1
2435	??? IT???? ????? ???????	ja	Yes	Information Technology Manager				0.99
2436	???	ja	Yes	President				1
2437	???         ??	ja	Yes	Information Technology Manager				1
2438	???  ??	ja	Yes	Information Technology Manager				1
2439	??? DX??	ja	Yes	Information Technology Generalist				1
2440	??? ???????? ?????	ja	Yes	Data Manager	Data Professional DM	Data Professional	Manager	1
2441	??? ????	ja	Yes	Executive	Business Development CXO	Business Development	CXO	1
2442	??? ??	ja	Yes	Information Technology Manager				1
2443	??? ????	ja	Yes	Information Technology Manager				0.98
2444	??? ??????? ??????2?	ja	Yes	Information Technology Generalist				1
2445	????	ja	Yes	Information Technology Manager				1
2446	????	ja	Yes	Assistant	Operations User	Operations	Entry	1
2447	????? ??????	ja	Yes	Development Manager	Developer DM	Developer	Manager	1
2448	????? ??	ja	Yes	Development Manager	Developer DM	Developer	Manager	0.96
2449	??????? ????????? ????	ja	Yes	Information Technology Manager				0.92
2450	??? ???? ???? ???	ja	Yes	Sales Manager	Sales DM	Sales	Manager	0.85
2451	"???????, ?????? ???????????"	ja	Yes	Director of Innovation	Product Management DM	Product Management	Director	0.85
2452	??	ja	Yes	Education Manager				1
2453	??	zh-Hant	Yes	Director of Administration				1
2454	??? ?? ????? ????	ja	Yes	Human Resources Manager	Human Resources DM	Human Resources	Manager	0.99
2455	????	ja	Yes	Information Technology Manager				1
2456	???	ja	Yes	Tax Specialist	Accounting and Finance User	Accounting and Finance	Entry	1
2457	???? ??????? ?? ???	ja	Yes	Chief Sales Officer	Sales CXO	Sales	CXO	0.9
2458	??	zh-Hant	Yes	Mechanic and Maintenance Tradesperson				1
2459	???????????GR ???????????????	ja	Yes	Business Planner				0.98
2460	???????????? ???	ja	Yes	Information Technology Generalist				0.96
2461	"?3???? ?3???? ????????? / ?3???? ?3???? ?9???????, ???????????"	ja	Yes	Information Technology Manager				1
2462	?3???????? ??????	ja	Yes	Development Manager				1
2463	????? ??	ja	Yes	Information Technology Manager				1
2464	??????	ja	Yes	Sales Manager	Sales DM	Sales	Manager	1
2465	???? ? ????	ja	No					
2466	?????????? ????????	ja	Yes	Chief of Department	Community and Social Services CXO	Community and Social Services	CXO	0.85
2467	"??PF?????????, GM"	ja	Yes	Managing Director	Business Development CXO	Business Development	CXO	0.75
2468	"??PF?????????, ????"	ja	Yes	Managing Director	Business Development CXO	Business Development	CXO	0.85
2469	????? ? ????????	ja	Yes	Information Technology Generalist				1
2470	????	ja	No					
2471	?????????? ????????? ????????	ja	Yes	Software Developer	Developer User	Developer	Entry	1
2472	????? ??	ja	Yes	Development Manager	Developer DM	Developer	Manager	1
2473	????????????? ???????	ja	Yes	Developer				0.96
2474	?????????????? ???????	ja	Yes	Consultant				0.97
2475	???? ????	ja	Yes	Manufacturing Manager	Supply and Logistics DM	Supply and Logistics	Manager	1
2476	??	zh-Hans	Yes	Information Technology Manager				1
2477	?? ??	ja	Yes	Administrative Employee	Operations User	Operations	Entry	1
2478	?????? ??????? ???????????	ja	Yes	Information Technology Administrator				1
2479	??????	ja	Yes	Administrative Employee	Operations User	Operations	Entry	1
2480	?????? ??????	ja	Yes	Information Technology Support Specialist				1
2481	??????	ja	Yes	Administrative Employee	Operations User	Operations	Entry	1
2482	????? ??????	ja	Yes	Administration Manager	Operations DM	Operations	Manager	1
2483	????????	ja	Yes	Administration Manager	Operations DM	Operations	Manager	1
2484	????	ja	Yes	Accountant				1
2485	????	ja	Yes	Administration Manager	Operations DM	Operations	Manager	1
2486	?????	ja	Yes	Information Technology Administrator				1
2487	????	ja	No					
2488	???? DX??? ICT?????	ja	Yes	Information Technology Administrator				1
2489	???? TCR	ja	Yes	Administrative Employee				1
2490	???? ???????	ja	Yes	Administrative Employee				1
2491	???? ?????	ja	Yes	Administrative Employee				1
2492	???? ??	ja	Yes	Administration Manager	Operations DM	Operations	Manager	1
2493	???? ? ???????? ???? EXECUTIVE PRODUCER	ja	Yes	Information Technology Manager				1
2494	???? ????	ja	Yes	Administration Manager	Operations DM	Operations	Manager	1
2495	???? ???? ? ?????????? ???TCR	ja	Yes	Administration Manager	Operations DM	Operations	Manager	1
2496	???????????? ???????	ja	Yes	Administrative Employee	Operations User	Operations	Entry	1
2497	???? ??????? ??	ja	Yes	Administration Manager				1
2498	"???? ???????, ?????"	ja	Yes	Information Technology Engineer	Engineering User	Engineering	Entry	0.85
2499	???? ??? IT??	ja	Yes	Information Technology Administrator	Information Technology User	Information Technology	Entry	0.98
2500	???? ??? ???	ja	Yes	Accountant				1
2501	???? ?????	ja	Yes	Administration Manager	Operations DM	Operations	Manager	0.91
2502	???? ?????? ??????	ja	Yes	Accountant				1
2503	????/???????	ja	Yes	Administrative Employee	Operations User	Operations	Entry	1
2504	?????	ja	Yes	Administration Manager	Operations DM	Operations	Manager	1
2505	???????? ??????? ????	ja	Yes	Administration Manager	Operations DM	Operations	Manager	0.85
2506	??????????????? ???????	ja	Yes	Public Relations Manager	Media and Communication DM	Media and Communication	Manager	0.7
2507	????? ?????????? ????????	ja	Yes	Information Technology Administrator	Information Technology User	Information Technology	Entry	1
2508	???	zh-Hans	Yes	Administrative Employee				1
2509	??? TCR	ja	Yes	Administrative Employee				1
2510	??	zh-Hans	Yes	Principal	Education DM	Education	Manager	1
2511	??? TCR	ja	Yes	Administrative Employee				1
2512	??/?????	ja	Yes	Information Technology Manager				1
2513	???(????)	ja	Yes	Information Technology Manager				1
2514	???/?????	ja	Yes	Information Technology Administrator				1
2515	????	ja	Yes	Administrative Employee				0.98
2516	????	ja	Yes	Administrative Employee	Operations User	Operations	Entry	1
2517	?????	ja	Yes	Pharmacist	Healthcare Services DM	Healthcare Services	Senior	1
2518	???	ja	Yes	Administrative Employee				1
2519	????	ja	Yes	Administration Manager	Operations DM	Operations	Manager	1
2520	?????	ja	Yes	Information Technology Manager				1
2521	???	zh-Hans	Yes	Administrative Employee				1
2522	??? IT??	ja	Yes	Information Technology Administrator	Information Technology User	Information Technology	Entry	1
2523	?????????? ?????	ja	Yes	Information Technology Manager				0.93
2524	??? ????? ????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2525	??? ???????	ja	Yes	Administrative Employee	Operations User	Operations	Entry	1
2526	??? ??	ja	Yes	Administration Manager	Operations DM	Operations	Manager	1
2527	??? ???????	ja	Yes	Information Technology Administrator	Information Technology User	Information Technology	Entry	1
2528	??? ?????	ja	Yes	Administration Manager	Operations DM	Operations	Manager	1
2529	??? ?????	ja	Yes	Administration Manager	Operations DM	Operations	Manager	0.92
2530	????????? ??????	ja	Yes	No suitable match found				0
2531	?????? ??SE	ja	Yes	Information Technology Administrator	Information Technology User	Information Technology	Entry	1
2532	?????	zh-Hans	Yes	Administration Manager				1
2533	????	ja	Yes	Administration Manager	Operations DM	Operations	Manager	1
2534	???? TCR	ja	Yes	Administration Manager				1
2535	????	ja	Yes	Administrative Employee				1
2536	??????????	ja	Yes	Administration Manager	Operations DM	Operations	Manager	1
2537	???????	ja	Yes	Administration Manager	Operations DM	Operations	Manager	1
2538	???? ??????????? ?? ???	ja	Yes	Sales Employee	Sales User	Sales	Entry	0.75
2539	???? ????? ? ???	ja	Yes	Administrative Employee	Operations User	Operations	Entry	0.85
2540	???? ??????? ?? ???	ja	Yes	Sales Manager	Sales DM	Sales	Manager	0.85
2541	?????????	ja	Yes	Embedded Software Engineer	Engineering User	Engineering	Entry	1
2542	???????????	ja	Yes	Consultant				1
2543	??	zh-Hans	Yes	Information Technology Manager				1
2544	?? TCR	ja	No					
2545	"??, ??"	ja	Yes	Chief Executive Officer				0.98
2546	??????????	ja	Yes	Consultant	Business Development DM	Business Development	Senior	1
2547	??/SE	ja	Yes	Software Manager	Engineering DM	Engineering	Manager	0.75
2548	??/??????/?????????	ja	Yes	Director of Business Development	Business Development DM	Business Development	Director	0.75
2549	???????? ??	ja	Yes	Business Development Specialist				1
2550	??????	ja	Yes	Consultant	Business Development DM	Business Development	Senior	1
2551	?????????	ja	Yes	Consultant	Business Development DM	Business Development	Senior	1
2552	??????????	ja	Yes	Consultant	Business Development DM	Business Development	Senior	1
2553	???????? ???????	ja	Yes	Administrative Employee				1
2554	???????? ????	ja	Yes	Administration Manager				1
2555	???????????????????? ??????	ja	Yes	Infrastructure Manager	Information Technology DM	Information Technology	Manager	1
2556	????	ja	Yes	Business Planner				1
2557	???? ???	ja	Yes	Business Planner	Business Development DM	Business Development	Senior	1
2558	???? ????	ja	Yes	Business Planner				1
2559	???? ????????	ja	Yes	Planning Manager	Program and Project Management DM	Program and Project Management	Manager	0.93
2560	???? ????	ja	Yes	Business Planner				1
2561	???? ?????	ja	Yes	Business Planner				0.98
2562	???? ??????	ja	Yes	Planning Manager	Program and Project Management DM	Program and Project Management	Manager	0.92
2563	???? ???	ja	Yes	Planning Manager	Program and Project Management DM	Program and Project Management	Manager	1
2564	???? ?????	ja	Yes	Planning Manager	Program and Project Management DM	Program and Project Management	Manager	0.92
2565	???? ?????	ja	Yes	Planning Manager	Program and Project Management DM	Program and Project Management	Manager	0.92
2566	????/IR/????	ja	Yes	Corporate Finance Specialist	Accounting and Finance User	Accounting and Finance	Entry	0.75
2567	????????	ja	Yes	Business Planner				1
2568	??????????	ja	Yes	Business Development Manager	Business Development DM	Business Development	Manager	1
2569	?????	ja	Yes	Business Planner				1
2570	????? CSIRT? ??	ja	Yes	Planning Manager				1
2571	????????????	ja	Yes	Planning Manager	Program and Project Management DM	Program and Project Management	Manager	1
2572	????? ??	ja	Yes	Planning Manager	Program and Project Management DM	Program and Project Management	Manager	1
2573	????????	ja	Yes	Planning Manager	Program and Project Management DM	Program and Project Management	Manager	1
2574	????? ????	ja	Yes	Planning Manager	Program and Project Management DM	Program and Project Management	Manager	1
2575	??????????????????????? ???????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2576	????? ????? ?? ? ????? ??	ja	Yes	Planning Manager	Program and Project Management DM	Program and Project Management	Manager	0.75
2577	?????/??	ja	Yes	Planning Manager	Program and Project Management DM	Program and Project Management	Manager	0.85
2578	??????	ja	Yes	Planning Manager	Program and Project Management DM	Program and Project Management	Manager	1
2579	?????? DX??? ??IT??????????	ja	Yes	Information Technology Administrator				1
2580	????????????????????????????? ???????	ja	Yes	Information Technology Generalist				1
2581	?????? IT??????	ja	Yes	Information Technology Generalist				1
2582	?????? IT??? IT???	ja	Yes	Information Technology Generalist				1
2583	???????????????? ????????	ja	Yes	Digital Manager				0.99
2584	?????? ????? ????????	ja	Yes	Planning Manager	Program and Project Management DM	Program and Project Management	Manager	0.75
2585	?????????????????????? ????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	0.75
2586	?????? ??	ja	Yes	Planning Manager	Program and Project Management DM	Program and Project Management	Manager	1
2587	"??????, ??????"	ja	Yes	Business Planner	Business Development DM	Business Development	Senior	0.99
2588	?????	ja	Yes	Business Planner				1
2589	????? DX???	ja	Yes	Information Technology Generalist				1
2590	????? IT???IT	ja	Yes	Information Technology Generalist				1
2591	????? MICROSOFT??????	ja	Yes	Information Technology Generalist				1
2592	????? ???????	ja	Yes	Business Planner				1
2593	????? ???	ja	Yes	Planning Director				1
2594	????? ?????TCR	ja	Yes	Planning Manager	Program and Project Management DM	Program and Project Management	Manager	1
2595	????? ??	ja	Yes	Planning Manager	Program and Project Management DM	Program and Project Management	Manager	1
2596	????? ???????	ja	Yes	Chief Executive Officer				1
2597	????? ?????????	ja	Yes	Information Technology Generalist				1
2598	????? ???????? ??	ja	Yes	Business Development Manager				1
2599	????? ?????????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2600	????? ??????	ja	Yes	Planning Manager				1
2601	????? ??	ja	Yes	Planning Manager	Program and Project Management DM	Program and Project Management	Manager	1
2602	????? ??	ja	Yes	Planning Manager	Program and Project Management DM	Program and Project Management	Manager	1
2603	??????	ja	Yes	Planning Manager	Program and Project Management DM	Program and Project Management	Manager	1
2604	?????? ????? ???????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	0.91
2605	???? ???	ja	Yes	Education Professional				0.91
2606	?????????	ja	Yes	Executive	Business Development CXO	Business Development	CXO	1
2607	????	ja	Yes	Executive				1
2608	?????????ICT??? ???????	ja	Yes	Infrastructure Engineer				1
2609	????? ??	ja	Yes	Administration Manager				1
2610	?????? ???? ? ONE-JRC???? ? IT??? ????	ja	Yes	Information Technology Manager				0.96
2611	???????????????? ?????	ja	Yes	Information Technology Manager				0.95
2612	????	ja	Yes	Administrative Employee				1
2613	??????????	ja	Yes	Administration Manager	Operations DM	Operations	Manager	1
2614	?????	ja	Yes	Chief of Department	Community and Social Services CXO	Community and Social Services	CXO	0.85
2615	????? ????????? ???????	ja	Yes	Information Technology Manager				1
2616	????? ????	ja	Yes	Administration Manager	Operations DM	Operations	Manager	1
2617	????? ??	ja	Yes	Administration Manager				1
2618	????? ???????	ja	Yes	Information Technology Administrator	Information Technology User	Information Technology	Entry	1
2619	?????????? ????	ja	Yes	Information Technology Manager				1
2620	???????????? ?????????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2621	??????????????IT???????????? ??	ja	Yes	Chief Information Officer	Information Technology CXO	Information Technology	CXO	0.85
2622	???	ja	Yes	Information Technology Manager				1
2623	??????????	ja	Yes	Chairperson				1
2624	?????? ???	ja	Yes	Executive				1
2625	?????? ?????	ja	Yes	Manager Positions				1
2626	?????? ??????	ja	Yes	Director of Business Development				1
2627	?????? ???	ja	Yes	Information Technology Manager				1
2628	?????? ?????	ja	Yes	Director of Business Development				1
2629	???????	ja	Yes	Computer Aided Designer				1
2630	???????????? ?????	ja	Yes	Information Technology Manager				1
2631	?????? TCR	ja	Yes	Computer Aided Designer				1
2632	????	ja	Yes	Computer Aided Designer	Engineering User	Engineering	Entry	1
2633	????	ja	Yes	Developer				1
2634	???????2? ????	ja	Yes	Information Technology Security Manager				1
2635	????????? ??	ja	Yes	Information Technology Security Manager				1
2636	???	ja	Yes	Public Sector	Community and Social Services User	Community and Social Services	Entry	1
2637	??	ja	Yes	Author	Media and Communication DM	Media and Communication	Senior	1
2638	????	ja	Yes	Information Technology Manager				1
2639	??	ja	Yes	Office Manager				1
2640	??? TCR	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2641	?? (?????????????????)	ja	Yes	Information Technology Manager				1
2642	?? G?	ja	Yes	Information Technology Manager				1
2643	?? ??????	ja	Yes	Information Technology Manager				1
2644	?? ?????????	ja	Yes	Information Technology Manager				1
2645	?? ??? ?????	ja	Yes	Information Technology Manager				1
2646	?? ???????	ja	Yes	Information Technology Manager				1
2647	?? ?????????????	ja	Yes	Marketing Director	Marketing DM	Marketing	Director	1
2648	?? ??????	ja	Yes	Information Technology Manager				1
2649	?? ??	ja	Yes	Medical Manager				1
2650	?? ???????????????? ??????	ja	Yes	Information Technology Manager				1
2651	?? ????	ja	Yes	Information Technology Manager				1
2652	"??, ?????"	ja	Yes	Information Technology Manager				1
2653	??/G4	ja	Yes	Information Technology Manager				1
2654	??/????????????	ja	Yes	Project Manager	Program and Project Management DM	Program and Project Management	Manager	1
2655	??_MANAGER	ja	Yes	Information Technology Manager				1
2656	??_TCR	ja	Yes	Technology Manager	Information Technology DM	Information Technology	Manager	0.75
2657	????????	ja	Yes	Information Technology Manager				1
2658	??TCR	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2659	?????	ja	Yes	Information Technology Manager				1
2660	????? ??	ja	Yes	Information Technology Manager				1
2661	????	ja	Yes	Medical Manager				1
2662	???? ?????????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2663	???? ????????	ja	Yes	Sales Manager	Sales DM	Sales	Manager	1
2664	???? ??????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2665	????	ja	Yes	Information Technology Manager				1
2666	???	ja	Yes	Information Technology Manager				1
2667	???	ja	Yes	Information Technology Manager				1
2668	???	ja	Yes	Information Technology Manager				1
2669	???? (??????)	ja	Yes	Planning Manager	Program and Project Management DM	Program and Project Management	Manager	1
2670	???? TCR	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2671	?????????	ja	Yes	Research Development Researcher	Research DM	Research	Senior	1
2672	???	ja	Yes	Surveyor				1
2673	???	ja	Yes	Research Employee	Research User	Research	Entry	1
2674	????	ja	Yes	Research and Development Manager	Research DM	Research	Manager	1
2675	?????	ja	Yes	Research and Development Manager	Research DM	Research	Manager	1
2676	??IT??????/??	ja	Yes	Information Technology Procurement	Purchasing User	Purchasing	Entry	1
2677	????????	ja	Yes	Purchaser				1
2678	????????	ja	Yes	Procurement Manager	Purchasing DM	Purchasing	Manager	1
2679	??	ja	Yes	Lecturer	Education DM	Education	Senior	1
2680	???	ja	Yes	Facilities Manager				1
2681	??? ??	ja	Yes	Public Sector Manager				1
2682	???	ja	Yes	Public Sector				1
2683	???? ??????? ?? ???	ja	Yes	Staff Manager	Program and Project Management DM	Program and Project Management	Manager	0.75
2684	???? ???? ???? ???	ja	Yes	Sales Manager	Sales DM	Sales	Manager	0.85
2685	?????? ??????? ??	ja	Yes	Information Technology Manager				0.93
2686	????	ja	Yes	Corporate Finance Specialist				1
2687	????? ???	ja	Yes	Finance Manager	Accounting and Finance DM	Accounting and Finance	Manager	1
2688	????	ja	Yes	Finance Manager				1
2689	??????	ja	Yes	Chief Financial Officer	Accounting and Finance CXO	Accounting and Finance	CXO	1
2690	???????	ja	Yes	Finance Manager				1
2691	????	ja	Yes	Accountant	Accounting and Finance User	Accounting and Finance	Entry	1
2692	??????????	ja	Yes	Accounting Manager	Accounting and Finance DM	Accounting and Finance	Manager	1
2693	?????????????? ?????	ja	Yes	Finance Manager	Accounting and Finance DM	Accounting and Finance	Manager	0.8
2694	???	ja	Yes	Finance Specialist				1
2695	??? IT??	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
2696	??? ?????? ?? ??DX?? ?? /CONCURRENT POST	ja	Yes	Accounting Manager				0.9
2697	????	ja	Yes	Finance Specialist	Accounting and Finance User	Accounting and Finance	Entry	1
2698	??	ja	Yes	Sales Specialist	Sales User	Sales	Entry	1
2699	????	ja	Yes	Sales Manager	Sales DM	Sales	Manager	1
2700	????	ja	Yes	Sales Specialist				1
2701	????	ja	Yes	Sales Employee	Sales User	Sales	Entry	1
2702	??????	ja	Yes	Sales Employee	Sales User	Sales	Entry	1
2703	???	ja	Yes	Salesperson	Sales User	Sales	Entry	1
2704	????	ja	Yes	Sales Employee	Sales User	Sales	Entry	1
2705	????	ja	Yes	Sales Employee	Sales User	Sales	Entry	1
2706	??????? TCR	ja	Yes	Sales Employee				1
2707	???	ja	Yes	Information Technology Manager				1
2708	??? TCR	ja	No					
2709	????? ???	ja	Yes	Purchaser	Purchasing User	Purchasing	Entry	0.93
2710	????? ????	ja	Yes	Purchaser				1
2711	????? ????????	ja	Yes	Purchasing Manager	Purchasing DM	Purchasing	Manager	0.94
2712	????? ??????	ja	Yes	Purchasing Manager	Purchasing DM	Purchasing	Manager	0.93
2713	????? ?????	ja	Yes	Purchasing Manager	Purchasing DM	Purchasing	Manager	0.93
2714	????? ?????	ja	Yes	Purchasing Manager	Purchasing DM	Purchasing	Manager	0.93
2715	????	ja	Yes	Procurement Manager				1
2716	????	ja	Yes	Property Manager				1
2717	?????????????? ??	zh-Hant	Yes	Director of Logistics	Supply and Logistics DM	Supply and Logistics	Director	0.75
2718	??????????	ja	Yes	Purchasing Manager				1
2719	????	ja	Yes	Purchaser	Purchasing User	Purchasing	Entry	1
2720	????	ja	Yes	Purchasing Officer	Purchasing User	Purchasing	Entry	1
2721	???? ??????? ?? ???	ja	Yes	Sales Manager	Sales DM	Sales	Manager	0.7
2722	???? ?????? ???? ???	ja	Yes	Sales Manager	Sales DM	Sales	Manager	0.85
2723	????	ja	Yes	Logistics Specialist				1
2724	????	ja	Yes	Logistics Specialist				1
2725	??	ja	Yes	Agriculturist	Research DM	Research	Senior	1
2726	??	zh-Hant	Yes	Agriculturist				1
2727	??? ????? ? ???	ja	Yes	Accounts Payable Clerk	Accounting and Finance User	Accounting and Finance	Entry	0.7
2728	??	ja	No					
2729	???	ja	No					
2730	??	zh-Hans	No					
2731	???????	ja	Yes	Information Technology Engineer	Engineering User	Engineering	Entry	1
2732	???????????? ?????????????	ja	Yes	Technology Consultant	Information Technology DM	Information Technology	Senior	1
2733	?????	ja	Yes	Technician	Information Technology DM	Information Technology	Senior	1
2734	?????? ?????????	ja	Yes	Telecommunications Engineering Specialist	Engineering User	Engineering	Entry	0.75
2735	??	ja	Yes	Language and Localization Specialist	Media and Communication User	Media and Communication	Entry	1
2736	??	ja	Yes	Operations Staff				1
2737	????????????? ????????	ja	Yes	Chief Information Technology Officer	Information Technology CXO	Information Technology	CXO	0.85
2738	????	ja	Yes	Director of Operations				1
2739	??????? ??	ja	Yes	Operations Specialist				1
2740	????????	ja	Yes	Operations Manager	Operations DM	Operations	Manager	1
2741	????? ?????	ja	Yes	Planning Manager	Program and Project Management DM	Program and Project Management	Manager	0.92
2742	??	ja	Yes	Information Technology Manager				1
2743	??	ja	Yes	Information Technology Manager				1
2744	??????(FX4)/???	ja	Yes	Chief Operations Officer	Operations CXO	Operations	CXO	0.85
2745	????	ja	Yes	Operations Specialist				1
2746	???	ja	Yes	Transportation Specialist	Supply and Logistics User	Supply and Logistics	Entry	1
2747	????	ja	No					
2748	? ????????	ja	Yes	Chief of Department	Community and Social Services CXO	Community and Social Services	CXO	0.85
2749	????	ja	Yes	Information Technology Manager				1
2750	???	ja	Yes	Director of Information Technology				1
2751	????	ja	Yes	Education Manager				1
2752	??	ja	Yes	Information Technology Manager				1
2753	?? ????????TCR	ja	Yes	No suitable match found				0
2754	?? FM????	ja	Yes	Planning Manager	Program and Project Management DM	Program and Project Management	Manager	1
2755	?? TCR	ja	Yes	Administration Manager				1
2756	???TCR	ja	Yes	Administration Manager				1
2757	?? ???????????	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
2758	?? ????????	ja	Yes	Information Technology Manager				1
2759	?? ??????????? CISO	ja	Yes	Security Risk Manager	Security DM	Security	Manager	0.85
2760	?? ???????????? ????		No					0
2761	?? ??????????	ja	Yes	Director of Business Development	Business Development DM	Business Development	Director	1
2762	?? ????????	ja	Yes	Planning Manager				1
2763	?? ? CIO	ja	Yes	Chief Information Officer	Information Technology CXO	Information Technology	CXO	1
2764	?? ? ??????	ja	Yes	Director of Business Development				1
2765	????????	ja	Yes	Information Technology Manager				1
2766	?? ???	ja	Yes	Information Technology Manager				1
2767	?? ????	ja	Yes	Information Technology Manager				1
2768	?? ???	ja	Yes	Managing Director	Business Development CXO	Business Development	CXO	1
2769	?? ????	ja	Yes	Information Technology Manager				1
2770	?? ???????? ????????????	ja	Yes	Technology Manager	Information Technology DM	Information Technology	Manager	0.75
2771	?? ????	ja	Yes	Director of Business Development				1
2772	?? ???	ja	Yes	Director of Business Development				1
2773	?? ????2???	ja	Yes	Information Technology Manager				1
2774	?? ??	ja	Yes	Director of Business Development				1
2775	??/??	ja	Yes	Director of Business Development				1
2776	??/?????	ja	Yes	Information Technology Manager				1
2777	??_TCR	ja	Yes	Administration Manager				1
2778	?????	ja	Yes	Director of Information Technology				1
2779	?????	ja	Yes	Director of Business Development				1
2780	??????????? / SENIOR DIRECOR	ja	Yes	Director General	Business Development DM	Business Development	Director	1
2781	????	ja	Yes	Director of Information Technology				1
2782	???? TCR	ja	Yes	Director of Information Management				1
2783	???? ? ?????	ja	Yes	Information Technology Manager				1
2784	???? ??	ja	Yes	Information Technology Manager				1
2785	????/??	ja	Yes	Sales Manager	Sales DM	Sales	Manager	1
2786	?????	ja	Yes	Director of Information Technology				1
2787	????	ja	Yes	Information Technology Manager				1
2788	???? OA????????	ja	Yes	Information Technology Manager				1
2789	???? ? WEB????????? ??	ja	Yes	Information Technology Manager				1
2790	"????, ?????"	ja	Yes	Information Technology Manager				0.93
2791	???	ja	Yes	Director of Business Development				1
2792	????	ja	Yes	Information Technology Generalist				1
2793	???? TCR	ja	Yes	Information Technology Manager				1
2794	???? ??????????????????? ???????	ja	Yes	Administration Manager				1
2795	???? ? ??1??	ja	Yes	Sales Manager	Sales DM	Sales	Manager	0.98
2796	???	ja	Yes	Education Manager				1
2797	??? ? ?????????????????	ja	Yes	Chief Information Officer	Information Technology CXO	Information Technology	CXO	1
2798	???	ja	Yes	Mechanic and Maintenance Tradesperson	Operations DM	Operations	Senior	1
2799	??????? TCR	ja	Yes	Sales Executive	Sales DM	Sales	Manager	0.7
2800	????	ja	Yes	Construction Engineer				1
2801	????? ???	ja	Yes	Logistics Employee	Supply and Logistics User	Supply and Logistics	Entry	0.75
2802	????? ????	ja	Yes	Logistics Employee	Supply and Logistics User	Supply and Logistics	Entry	1
2803	????? ????????	ja	Yes	Logistics Manager	Supply and Logistics DM	Supply and Logistics	Manager	0.93
2804	????? ????	ja	Yes	Logistics Employee	Supply and Logistics User	Supply and Logistics	Entry	0.99
2805	????? ?????	ja	Yes	Director of Logistics	Supply and Logistics DM	Supply and Logistics	Director	0.9
2806	????? ????	ja	Yes	Logistics Employee	Supply and Logistics User	Supply and Logistics	Entry	1
2807	????? ?????	ja	Yes	Logistics Manager	Supply and Logistics DM	Supply and Logistics	Manager	0.9
2808	????? ?????	ja	Yes	Logistics Manager	Supply and Logistics DM	Supply and Logistics	Manager	0.92
2809	????????????/???? ??	ja	Yes	Professor				1
2810	???? ???? ? ???	ja	Yes	Sales Executive	Sales DM	Sales	Manager	0.75
2811	???? ???? ?? ???	ja	Yes	Sales Director	Sales DM	Sales	Director	0.85
2812	???? ?????? ?? ???	ja	Yes	Administrative Employee	Operations User	Operations	Entry	0.85
2813	??? TEA SHOP? ???? ???	ja	Yes	Staff Manager	Program and Project Management DM	Program and Project Management	Manager	0.85
2814	??	zh-Hans	Yes	Finance Specialist	Accounting and Finance User	Accounting and Finance	Entry	1
2815	?????????? ????????	ja	Yes	Finance Manager				0.94
2816	??????	ja	Yes	Finance Specialist				1
2817	????????????????? ????????	ja	Yes	Chief Security Architect	Security CXO	Security	CXO	0.75
2818	????????????  ?????????	ja	No					
2819	???????? ???	ja	Yes	Finance Manager	Accounting and Finance DM	Accounting and Finance	Manager	1
2820	?????? ????	ja	Yes	Finance Manager				1
2821	????????????? ????	ja	Yes	Business Development Manager				1
2822	????? ??	ja	Yes	Finance Manager	Accounting and Finance DM	Accounting and Finance	Manager	1
2823	????? ??????? ? ???	ja	Yes	Administrative Employee	Operations User	Operations	Entry	0.85
2824	???? ??? ?? ???	ja	Yes	Administrative Employee	Operations User	Operations	Entry	0.85
2825	"???????, PM"	ja	Yes	Manager Project Management	Program and Project Management DM	Program and Project Management	Manager	1
2826	??	zh-Hant	No					
2827	???	ja	Yes	Banker	Accounting and Finance User	Accounting and Finance	Entry	1
2828	?????	ja	Yes	Banker	Accounting and Finance User	Accounting and Finance	Entry	1
2829	????? ??	ja	Yes	Development Manager	Developer DM	Developer	Manager	1
2830	???? ???? ?? ???	en	No					
2831	??	ja	Yes	Developer				1
2832	?? SRE	ja	Yes	Developer				1
2833	???TCR	ja	No					
2834	?? ?????	ja	Yes	Developer				1
2835	"??, ???"	ja	Yes	Executive Director of Development	Community and Social Services DM	Community and Social Services	Director	0.91
2836	?????	ja	Yes	Developer				1
2837	??/??	ja	Yes	Developer				1
2838	?????	ja	Yes	Developer				1
2839	??1?	ja	Yes	Developer				0.94
2840	??2???	ja	Yes	Developer				1
2841	????	ja	Yes	Developer				0.94
