Lead ID	Job Title	Language	Valid JT	Job Role	Marketing Audience	Function	Seniority	Confidence Score
298	DX企画課	ja	Yes	No suitable match found				0
299	DX企画推進	ja	Yes	Director of Digital Services	Media and Communication DM	Media and Communication	Director	0.7
300	DX企画担当	ja	Yes	Vice President of Digital Transformation	Business Development DM	Business Development	VP	0.7
301	DX企画管理部 マネージャー	ja	Yes	Digital Manager	Media and Communication DM	Media and Communication	Manager	0.85
302	DX化業務の支援	ja	Yes	Support Specialist	Customer Service and Support User	Customer Service and Support	Entry	0.7
303	DX営業	ja	Yes	Salesperson	Sales User	Sales	Entry	0.9
304	DX企画部 全社変革推進グループ	ja	Yes	Chief Transformation Officer	Information Technology CXO	Information Technology	CXO	0.75
305	DX企画部	ja	Yes	Chief of Department	Community and Social Services CXO	Community and Social Services	CXO	0.7
306	DX企画部DXマネジメント室長	ja	Yes	Director of Digital Services	Media and Communication DM	Media and Communication	Director	0.75
307	DX戦略室	ja	Yes	Director of Digital Services	Media and Communication DM	Media and Communication	Director	0.7
308	DX戦略(業務委託)	ja	Yes	Vice President of Digital Transformation	Business Development DM	Business Development	VP	0.7
309	ＤＸ戦略・企画	ja	Yes	Director of Digital Services	Media and Communication DM	Media and Communication	Director	0.7
310	DX基盤事業本部	ja	No					
311	DX室 室長	ja	Yes	Director of Digital Services	Media and Communication DM	Media and Communication	Director	0.75
312	DX戦略本部	ja	Yes	Vice President of Digital Transformation	Business Development DM	Business Development	VP	0.8
313	DX戦略推進室	ja	Yes	Director of Business Operations	Operations DM	Operations	Director	0.7
314	DX戦略室 サブリーダー	ja	Yes	Vice President of Digital Transformation	Business Development DM	Business Development	VP	0.7
315	DX戦略室長	ja	Yes	Director of Digital Services	Media and Communication DM	Media and Communication	Director	0.75
316	DX戦略本部 AAS DX推進部 部長	ja	Yes	Vice President of Digital Transformation	Business Development DM	Business Development	VP	0.7
317	DX戦略検討メンバー	ja	Yes	Director of Digital Services	Media and Communication DM	Media and Communication	Director	0.6
318	DX戦略部	ja	Yes	Director of User Experience	Information Technology DM	Information Technology	Director	0.7
319	DX戦略本部 デジタル戦略総括部 デジタルプロセス部 第一課基幹職	ja	Yes	No suitable match found				0
320	DX戦略課長	ja	Yes	Digital Manager	Media and Communication DM	Media and Communication	Manager	0.75
321	DX戦略本部　サイバーセキュリティ総括部長	ja	Yes	Director of Cyber Security	Security DM	Security	Director	0.85
322	DX担当 TCR	ja	Yes	No suitable match found				0
323	DX担当　TCR	ja	Yes	No suitable match found				0
324	DX技術推進担当	ja	Yes	Vice President of Digital Transformation	Business Development DM	Business Development	VP	0.75
325	"director, 営業/ビジネス ディベロップメント"	ja	Yes	Director of Business Development	Business Development DM	Business Development	Director	0.9
326	DX戦略部長	ja	Yes	Director of Digital Services	Media and Communication DM	Media and Communication	Director	0.75
327	DX推進	ja	No					
328	DX推進エージェント	ja	Yes	Vice President of Digital Transformation	Business Development DM	Business Development	VP	0.7
329	ＤＸ推進	ja	No					
330	DX推進 部長	ja	Yes	Vice President of Digital Transformation	Business Development DM	Business Development	VP	0.75
331	DX担当者	ja	Yes	Chief Digital Officer	Media and Communication CXO	Media and Communication	CXO	0.7
332	DX推進センター	ja	No					
333	DX推進グループ	ja	No					
334	DX推進スタッフ	ja	Yes	Vice President of Digital Transformation	Business Development DM	Business Development	VP	0.7
335	DX推進グループ長	ja	Yes	Vice President of Digital Transformation	Business Development DM	Business Development	VP	0.85
336	DX推進コンサルタント/DXMO	ja	Yes	Technology Consultant	Information Technology DM	Information Technology	Senior	0.75
337	DX推進チーム　アドバイザー	ja	Yes	Vice President of Digital Transformation	Business Development DM	Business Development	VP	0.7
338	DX推進事業部	ja	Yes	No suitable match found				0
339	DX推進チーム	ja	Yes	Vice President of Digital Transformation	Business Development DM	Business Development	VP	0.7
340	DX推進企画	ja	Yes	Vice President of Digital Transformation	Business Development DM	Business Development	VP	0.7
341	DX推進リーダー	ja	Yes	Vice President of Digital Transformation	Business Development DM	Business Development	VP	0.75
342	DX推進室 DX推進グループ	ja	No					
343	DX推進室	ja	Yes	Director of Digital Services	Media and Communication DM	Media and Communication	Director	0.7
344	ＤＸ推進室	ja	Yes	Vice President of Digital Transformation	Business Development DM	Business Development	VP	0.7
345	DX推進室　主任	ja	Yes	Chief Digital Officer	Media and Communication CXO	Media and Communication	CXO	0.85
346	DX推進室 室長	ja	Yes	Vice President of Digital Transformation	Business Development DM	Business Development	VP	0.75
347	DX推進室　推進2課 一般社員	ja	Yes	Digital Manager	Media and Communication DM	Media and Communication	Manager	0.7
348	DX推進室　室長	ja	Yes	Director of Digital Services	Media and Communication DM	Media and Communication	Director	0.7
349	DX推進室サービスリード	ja	Yes	Director of Digital Services	Media and Communication DM	Media and Communication	Director	0.75
350	DX推進室室長	ja	Yes	Director of Digital Services	Media and Communication DM	Media and Communication	Director	0.75
351	DX推進室副室長	ja	Yes	Vice President of Digital Transformation	Business Development DM	Business Development	VP	0.75
352	DX推進局	ja	No					
353	DX推進専門官	ja	Yes	Vice President of Digital Transformation	Business Development DM	Business Development	VP	0.7
354	DX推進室長	ja	Yes	Director of Digital Services	Media and Communication DM	Media and Communication	Director	0.7
355	DX推進担当	ja	Yes	Vice President of Digital Transformation	Business Development DM	Business Development	VP	0.7
356	DX推進本部	ja	Yes	No suitable match found				0
357	DX推進支援	ja	Yes	Campaign Coordinator	Community and Social Services User	Community and Social Services	Entry	0.7
358	DX推進本部 IT業務推進部	zh-Hant	Yes	Vice President of Digital Transformation	Business Development DM	Business Development	VP	0.85
359	DX推進本部 DX横断企画室 エキスパート	ja	Yes	Vice President of Digital Transformation	Business Development DM	Business Development	VP	0.7
360	DX推進担当部長	ja	Yes	Digital Manager	Media and Communication DM	Media and Communication	Manager	0.75
361	DX推進課	ja	Yes	No suitable match found				0
362	DX推進者	ja	No					
363	DX推進統括 取締役	ja	Yes	Director of Digital Services	Media and Communication DM	Media and Communication	Director	0.85
364	DX推進本部長	ja	Yes	Vice President of Digital Transformation	Business Development DM	Business Development	VP	0.85
365	ＤＸ推進本部長	ja	Yes	Vice President of Digital Transformation	Business Development DM	Business Development	VP	0.85
366	ＤＸ推進部	ja	Yes	Vice President of Digital Transformation	Business Development DM	Business Development	VP	0.7
367	DX推進部	ja	Yes	Vice President of Digital Transformation	Business Development DM	Business Development	VP	0.7
368	DX推進部　	ja	Yes	Vice President of Digital Transformation	Business Development DM	Business Development	VP	0.7
369	DX推進部 システム担当者	ja	Yes	Director of Digital Services	Media and Communication DM	Media and Communication	Director	0.7
370	DX推進部　先進ITグループ長	ja	Yes	Vice President of Digital Transformation	Business Development DM	Business Development	VP	0.85
371	DX推進部 開発グループ	ja	Yes	Technology Development Engineer	Engineering User	Engineering	Entry	0.7
372	ＤＸ推進部システム開発統制 副調査役	ja	Yes	Research and Development Manager	Research DM	Research	Manager	0.75
373	ＤＸ推進部チーフエンジニア	ja	Yes	Chief of Department	Community and Social Services CXO	Community and Social Services	CXO	0.75
374	DX推進部長	ja	Yes	Vice President of Digital Transformation	Business Development DM	Business Development	VP	0.75
375	DX推進部 部長	ja	Yes	Vice President of Digital Transformation	Business Development DM	Business Development	VP	0.75
376	DX本部 IT事業部	ja	No					
377	DX本部	ja	No					
378	DX推進部長 兼 DX推進部 DXグループ　グループリーダー	ja	Yes	Digital Manager	Media and Communication DM	Media and Communication	Manager	0.75
379	DX推進部長 兼 IT統括部主席部員	zh-Hant	Yes	Manager Project Management	Program and Project Management DM	Program and Project Management	Manager	0.75
380	DX支援（派遣社員）	ja	Yes	Director Customer Experience	Customer Service and Support DM	Customer Service and Support	Director	0.7
381	DX統括課	ja	Yes	Digital Manager	Media and Communication DM	Media and Communication	Manager	0.7
382	DX業務	ja	Yes	No suitable match found				0
383	DX本部　アーキテクト	ja	Yes	Chief Enterprise Architect	Architect CXO	Architect	CXO	0.75
384	DX経営戦略部	ja	Yes	Business Strategist	Business Development DM	Business Development	Senior	0.85
385	DX統括部　課長補佐	ja	Yes	Digital Manager	Media and Communication DM	Media and Communication	Manager	0.75
386	DX開発	ja	Yes	Technology Development Engineer	Engineering User	Engineering	Entry	0.75
387	DX部	zh-Hans	No					
388	DX関連	ja	No					
389	DX部門	ja	No					
390	DX責任者	ja	Yes	Director of Digital Services	Media and Communication DM	Media and Communication	Director	0.85
391	E&M第二事業統括部スマート保全推進グループ なし	ja	Yes	No suitable match found				0
392	EB DXソリューション２部	ja	Yes	Sales Specialist	Sales User	Sales	Entry	0.7
393	ECBU クラウドIOT カンパニー エッジクラウドソリューション部 セールス2グループ グループリーダー	ja	Yes	Sales Manager	Sales DM	Sales	Manager	0.75
394	EC 通販ｼｽﾃﾑ担当 ﾏﾈｰｼﾞｬｰ	fr	Yes	eCommerce Manager	Sales DM	Sales	Manager	0.85
395	ECBU クラウドIOT カンパニー エッジクラウドソリューション部 セールスグループ 部長代理	ja	Yes	Sales Manager	Sales DM	Sales	Manager	0.75
396	ECM部 エンジニアリングシステム4課	ja	Yes	Control Systems Engineer	Engineering User	Engineering	Entry	0.85
397	ECシステムエンジニアリング部門 EC開発-C グループ長	ja	Yes	Director of Engineering	Engineering DM	Engineering	Director	0.85
398	ＥＣサイト管理者	ja	Yes	eCommerce Specialist	Sales User	Sales	Entry	0.85
399	EC事業課 責任者	ja	Yes	eCommerce Manager	Sales DM	Sales	Manager	0.85
400	ECサイト運営	ja	Yes	eCommerce Manager	Sales DM	Sales	Manager	0.9
401	EC推進部	ja	Yes	Marketing Manager	Marketing DM	Marketing	Manager	0.7
402	EC運営事務局	ja	Yes	Administrative Employee	Operations User	Operations	Entry	0.7
403	ＥＣ事業部システムチーム 課長	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	0.75
404	EC担当	ja	Yes	eCommerce Specialist	Sales User	Sales	Entry	0.85
405	EC運営	ja	Yes	eCommerce Specialist	Sales User	Sales	Entry	0.75
406	"EP事業ユニットシステム開発部, 副主査"	ja	Yes	Chief of Department	Community and Social Services CXO	Community and Social Services	CXO	0.75
407	ERP シニアマネージャー	ja	Yes	ERP Consultant	Information Technology DM	Information Technology	Senior	0.85
408	ERPソリューション事業部ERP営業部	ja	Yes	Sales Specialist	Sales User	Sales	Entry	0.85
409	ERP 開発者	ja	Yes	ERP Consultant	Information Technology DM	Information Technology	Senior	0.85
410	ERPソリューションユニット アソシエイトマネージャー	ja	Yes	ERP Consultant	Information Technology DM	Information Technology	Senior	0.85
411	ESG推進	ja	Yes	Sustainability Specialist	Community and Social Services User	Community and Social Services	Entry	0.7
412	EXPERT / エキスパート	ja	Yes	Subject Matter Expert	Business Development DM	Business Development	Senior	0.9
413	ESG推進室	ja	Yes	Sustainability Manager	Community and Social Services DM	Community and Social Services	Manager	0.75
414	ES1 マネージャー	ja	Yes	Manager Positions	Business Development DM	Business Development	Manager	0.9
415	"ES事業部共通システムグループ, シニアチーフ"	ja	Yes	Chief of Department	Community and Social Services CXO	Community and Social Services	CXO	0.75
416	EXPERT STAFF(エキスパートスタッフ)	ja	Yes	No suitable match found				0
417	EX推進部	ja	Yes	Chief of Department	Community and Social Services CXO	Community and Social Services	CXO	0.6
418	Ｅコマース推進部	ja	Yes	Digital Marketing Manager	Marketing DM	Marketing	Manager	0.7
419	Eコマーススペシャリスト	ja	Yes	eCommerce Specialist	Sales User	Sales	Entry	0.95
420	EXPERT ENGINEER(エキスパートエンジニア)	ja	Yes	Engineer	Engineering User	Engineering	Entry	0.85
421	ＦＡ推進室長	ja	Yes	No suitable match found				0
422	FAシステム事業本部	ja	No					
423	FAシステム事業本部 FAデジタルエンジニアリング推進部 デジタルマニュファクチャリングソリューションセンター アプリケーション開発グループ	ja	Yes	No suitable match found				0
424	E-ビジネスサービスカンパニー DX事業部 事業部長	ja	Yes	Managing Director	Business Development CXO	Business Development	CXO	0.85
425	Eコマース推進部 WEB管理グループ 次長	ja	Yes	eCommerce Manager	Sales DM	Sales	Manager	0.75
426	FLUCT 開発部	ja	Yes	Chief of Department	Community and Social Services CXO	Community and Social Services	CXO	0.75
427	FBデータシステム事業部	ja	Yes	No suitable match found				0
428	FE/BE マネージャー	ja	Yes	Web Development Manager	Developer DM	Developer	Manager	0.85
429	FITSPLUS WEBエンジニア	ja	Yes	Web Developer	Developer User	Developer	Entry	0.9
430	FBSC CC部基幹システム系業務主管担当	ja	Yes	System Administrator	Information Technology DM	Information Technology	Senior	0.75
431	GIGAスクール担当	ja	Yes	Educational Technology	Education User	Education	Entry	0.75
432	FMソリューション部	ja	Yes	Chief of Department	Community and Social Services CXO	Community and Social Services	CXO	0.6
433	GIGAスクールサポーター	ja	Yes	No suitable match found				0
434	GIGA STUDX推進チーム	ja	Yes	No suitable match found				0
435	FORXAI事業統括部 AI技術開発部 第1グループ アシスタントマネジャー	ja	Yes	Manager of Artificial Intelligence	Data Professional DM	Data Professional	Manager	0.85
436	GITHUB活用メンバー	ja	No					
437	GITHUB導入推進	ja	No					
438	GITHUB TEAM およびGITHUBCOPILOTの解約について	ja	No					
439	GLOBAL-SMALL-FOUNDATION エンジニアリングマネージャー	ja	Yes	No suitable match found				0
440	GISプロダクトスペシャリスト	ja	Yes	GIS Specialist	Information Technology User	Information Technology	Entry	0.9
441	GR長	ja	No					
442	GPQ 主査	ja	Yes	No suitable match found				0
443	GM補佐	ja	Yes	Director General	Business Development DM	Business Development	Director	0.7
444	GTM マネージャー	ja	Yes	Marketing Product Manager	Marketing DM	Marketing	Manager	0.85
445	GM/DX本部、副本部長	ja	Yes	Managing Director	Business Development CXO	Business Development	CXO	0.75
446	Ｇ長	ja	No					
447	GXコンサルタント	ja	Yes	Technology Consultant	Information Technology DM	Information Technology	Senior	0.75
448	GX関連新規事業責任者	ja	Yes	No suitable match found				0
449	HR TECH マネージャー	ja	Yes	Technology Manager	Information Technology DM	Information Technology	Manager	0.8
450	HCMサービス企画開発部	ja	Yes	Professional Development Manager	Human Resources DM	Human Resources	Manager	0.7
451	HRコンサルティング	ja	Yes	Human Resources Legal Consultant	Human Resources DM	Human Resources	Senior	0.7
452	HR マネージャー	ja	Yes	Human Resources Manager	Human Resources DM	Human Resources	Manager	0.95
453	HRMOSプロダクト本部 エンジニア	ja	Yes	Product Development Engineer	Engineering User	Engineering	Entry	0.75
454	HR/GAシニアアドバイザー	ja	Yes	Human Resources Manager	Human Resources DM	Human Resources	Manager	0.75
455	HRD責任者	ja	Yes	Human Resources Director	Human Resources DM	Human Resources	Director	0.9
456	HTT実践推進ナビゲーター	ja	Yes	No suitable match found				0
457	HR事業部	ja	Yes	Human Resources Manager	Human Resources DM	Human Resources	Manager	0.7
458	HW開発	ja	Yes	Hardware Engineer	Engineering User	Engineering	Entry	0.85
459	HRサポートマネージャー	ja	Yes	Human Resources Manager	Human Resources DM	Human Resources	Manager	0.85
460	IA事業部 アーキテクト	ja	Yes	Information Technology Architect	Architect DM	Architect	Senior	0.7
461	ICS事業本部	ja	No					
462	ICASカンパニー企画室ファイバーマテリアルグループ	ja	Yes	No suitable match found				0
463	ICT 推進室	ja	Yes	Public Relations Officer	Media and Communication User	Media and Communication	Entry	0.7
464	ICT 専門官	ja	Yes	Information Technology Support Specialist	Information Technology User	Information Technology	Entry	0.8
465	IBMコンサルティング事業本部 クラウドネイティブ開発部 主任	ja	Yes	Cloud Architect	Architect DM	Architect	Senior	0.75
466	ICT・DX推進	ja	Yes	Director of Digital Services	Media and Communication DM	Media and Communication	Director	0.7
467	ICTアーキテクト	ja	Yes	Information Technology Architect	Architect DM	Architect	Senior	0.9
468	ICTS 部 部長	ja	Yes	Director of Information Technology	Information Technology DM	Information Technology	Director	0.85
469	ICT-CSW本部　本部長	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	0.75
470	ＩＣＴアドバイザー	ja	Yes	Information Technology Consultant	Information Technology DM	Information Technology	Senior	0.85
471	ICTインフラ担当	ja	Yes	Infrastructure Architect	Architect DM	Architect	Senior	0.75
472	ICTインフラベンダ	ja	No					
473	ICTインフラ管理	ja	Yes	Infrastructure Manager	Information Technology DM	Information Technology	Manager	0.85
474	ICTエバンジェリスト	ja	Yes	No suitable match found				0
475	ICTエンジニア	ja	Yes	Information Technology Engineer	Engineering User	Engineering	Entry	0.9
476	ICTサービス	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	0.7
477	ICTエンジニアサービス部 エンジニア	ja	Yes	Information Technology Engineer	Engineering User	Engineering	Entry	0.9
478	ICTエンジニアサービス部	ja	Yes	Information Technology Engineer	Engineering User	Engineering	Entry	0.9
479	ICTコンサルタント	ja	Yes	Information Technology Consultant	Information Technology DM	Information Technology	Senior	0.9
480	ICTコーディネーター	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	0.85
481	ICTサービス事業部	ja	No					
482	ICTサポーター	ja	Yes	Information Technology Support Specialist	Information Technology User	Information Technology	Entry	0.85
483	ICTサポータ	ja	Yes	Information Technology Support Specialist	Information Technology User	Information Technology	Entry	0.9
484	ICTサポート	ja	Yes	Information Technology Support Specialist	Information Technology User	Information Technology	Entry	0.9
485	ICTサポート TCR	ja	Yes	Information Technology Support Specialist	Information Technology User	Information Technology	Entry	0.9
486	ICTセンター	ja	No					
487	ICTサポート業務	ja	Yes	Information Technology Support Specialist	Information Technology User	Information Technology	Entry	0.85
488	ICTサポートサービス	ja	Yes	Information Technology Support Specialist	Information Technology User	Information Technology	Entry	0.85
489	ICTセキュリティ	ja	Yes	Information Technology Security Specialist	Security User	Security	Entry	0.85
490	ICTセールス	ja	Yes	Technical Sales Professional	Sales User	Sales	Entry	0.85
491	ICTソリューション	ja	Yes	Service Support Specialist	Customer Service and Support User	Customer Service and Support	Entry	0.7
492	ICTソリューション事業部 　ICTソリューションシステム第一部 ソリューションシステム第二課	ja	Yes	No suitable match found				0
493	ICTソリューション事業部事業部長	ja	Yes	Vice President Information Technology	Information Technology DM	Information Technology	VP	0.75
494	ICTソリューション事業部 ICTソリューション部	ja	Yes	Chief Solutions Architect	Architect CXO	Architect	CXO	0.7
495	ICTソリューション本部 CIS部 一般社員・職員	ja	No					
496	"AIソリューション推進部, 係長"	ja	Yes	Manager of Artificial Intelligence	Data Professional DM	Data Professional	Manager	0.85
497	AIチーム管理者	ja	Yes	Administration Manager	Operations DM	Operations	Manager	0.85
498	AIビジネスコンサルタント	ja	Yes	Artificial Intelligence Specialist	Data Professional User	Data Professional	Entry	0.7
499	AIプロダクトマネージャー	ja	Yes	Product Manager	Product Management DM	Product Management	Manager	0.85
500	DX推進局 ICTエンジニアリング部 主任	ja	Yes	Chief Digital Officer	Media and Communication CXO	Media and Communication	CXO	0.85
