Lead ID	Job Title	Language	Valid JT	Job Role	Marketing Audience	Function	Seniority	Confidence Score
515	OFFICE　インストラクター	ja	Yes	Information Technology Generalist				1
516	OFFICE365 担当	ja	Yes	Information Technology Analyst				1
517	OMO校長/相談役	ja	Yes	Consultant	Business Development DM	Business Development	Senior	0.75
518	OPENAI推進事業部	ja	Yes	Accountant				0.92
519	OPERATION DX部門 事業統括 AIソリューションチーム	ja	Yes	Information Technology Generalist				1
520	OS事業部 お客様技術サービス課 課長代理	ja	Yes	Customer Service Manager	Customer Service and Support DM	Customer Service and Support	Manager	1
521	"OWNER, 営業/ビジネス ディベロップメント"	ja	Yes	Sales Director				1
522	PA）技術二部 主査	ja	Yes	Engineering Manager	Engineering DM	Engineering	Manager	0.91
523	PC・サーバ運用	ja	Yes	Cloud Engineer				1
524	ＰＣＭＣ　本社　情報システムセンター　業務推進部　業務集中管理課	ja	Yes	Information Technology Generalist				0.91
525	PCインストラクター	ja	Yes	Information Technology Generalist				1
526	PCコンサル	ja	Yes	Technology Consultant				1
527	PCサポート	ja	Yes	Information Technology Generalist				1
528	PCトータル管理	ja	Yes	Information Technology Generalist				1
529	PCのメンテナンス	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
530	PCメンテナー	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
531	PCメンテナンス	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
532	PC技術業務	ja	Yes	Information Technology Generalist				1
533	PC担当	ja	Yes	Desktop Support Manager	Information Technology DM	Information Technology	Manager	0.85
534	PC管理担当	ja	Yes	Information Technology Analyst				1
535	PC管理者	zh-Hans	Yes	Information Technology Generalist				0.97
536	PC販売	ja	Yes	Information Technology Generalist				1
537	PC部門	ja	Yes	Information Technology Generalist				1
538	PC開発	ja	Yes	Cloud Engineer				1
539	PC関連	ja	No					
540	PF推進室 室長	ja	Yes	Information Technology Manager				1
541	ＰＨ）健康医療事	ja	Yes	Health Specialist				0.92
542	PM システムエンジニア	ja	Yes	Engineer				1
543	PM（IT関係）	ja	Yes	Information Technology Generalist				1
544	"PM, 開発"	ja	Yes	Information Technology Generalist				1
545	"PM,エンジニア"	ja	Yes	Engineer				1
546	PM3-1部 部長	ja	Yes	Information Technology Manager				1
547	PMOマネージャー	ja	Yes	Information Technology Manager				1
548	PM部	zh-Hans	Yes	Information Technology Generalist				1
549	POWERPLATFORMコンサルタント	ja	Yes	Consultant	Business Development DM	Business Development	Senior	0.85
550	PRD部門	ja	No					
551	PRD部門　生産支援	ja	Yes	Product Developer				0.97
552	PRICING室　室長	ja	Yes	Pricing Specialist	Marketing User	Marketing	Entry	1
553	PRODUCTS & CONSUMER事業本部 テックコンサルタント	ja	Yes	Technology Consultant	Information Technology DM	Information Technology	Senior	1
554	PROJECT MANAGER (プロジェクトマネージャー)	ja	Yes	Project Manager	Program and Project Management DM	Program and Project Management	Manager	1
555	PR戦略部門 生活者コミュニケーションセンター コミュニケーション業務推進部 システム開発室 2G リーダー	ja	Yes	Marketing Communications Specialist				1
556	PSIRT マネージャー	ja	Yes	Information Technology Manager				1
557	PSIRT リーダ	ja	Yes	Information Technology Manager				1
558	PS事業推進部 部長	ja	Yes	Sales Manager				1
559	ＰＳ本部　Ｃ＆Ｎ部　第一サービス部門 係長・主任クラス	ja	Yes	Information Technology Manager				0.99
560	PS本部 一般社員・職員	ja	Yes	Office Worker				1
561	RRP開発センター 係長・主任クラス	ja	Yes	Information Technology Manager				0.9
562	SAAS開発部 部長	ja	Yes	Software Application Manager				1
563	SALESFORCEコンサルタント	ja	Yes	Information Technology Consultant				1
564	SAP BASISコンサルタント	ja	Yes	Information Technology Consultant				1
565	SAP ERP開発運用保守	ja	Yes	Information Technology Consultant				1
566	SAPエキスパート	ja	Yes	Information Technology Consultant				1
567	SAPコンサルタント	ja	Yes	Information Technology Consultant				1
568	SAPスペシャリスト	ja	Yes	Information Technology Consultant				1
569	SA事業ユニット 部長	ja	Yes	Director General	Business Development DM	Business Development	Director	1
570	SBS事業本部　品質統轄部　CS推進部 主任	zh-Hant	Yes	Quality Assurance Tester				1
571	SCM生産本部 技術部 ソフトウェア技術グループ	ja	Yes	Software Engineer	Engineering User	Engineering	Entry	1
572	S-CRED＋推進部 課長	ja	Yes	Information Technology Manager				0.9
573	SC事業部エッジデバイス事業推進室 一般社員・職員	ja	Yes	Business Development Specialist				1
574	SC部 エンジニアリング部門	ja	Yes	Information Technology Engineer	Engineering User	Engineering	Entry	0.96
575	SDD マネージャー	ja	Yes	Information Technology Manager				1
576	ＳＤＧＳ推進室　室長	ja	Yes	Information Technology Generalist				1
577	SE プログラマ	ja	Yes	Software Engineer	Engineering User	Engineering	Entry	0.85
578	"SE,情シス"	ja	Yes	Information Technology Analyst	Information Technology User	Information Technology	Entry	0.98
579	SE/開発者	ja	Yes	Software Engineer	Engineering User	Engineering	Entry	0.9
580	SENIOR EXPERT / シニアエキスパート	ja	Yes	Information Technology Generalist				1
581	SENIOR SPECIALIST / シニアスペシャリスト	ja	Yes	Director of Administration				1
582	SE二課 一般社員	ja	Yes	Software Engineer				0.95
583	SE本部/主幹	ja	Yes	Information Technology Manager				1
584	SE部 一般社員・職員	ja	Yes	Software Engineer				0.98
585	"SGEコア技術本部, エンジニア"	ja	Yes	Information Technology Engineer	Engineering User	Engineering	Entry	0.93
586	SIS 事業統括部長 兼 アジャイル開発センター長 常務執行役員 CTO	ja	Yes	Chief Technology Officer				1
587	SI事業部 シニアエキスパート	ja	Yes	Information Technology Generalist				1
588	SI事業部 主任	ja	Yes	Information Technology Manager				1
589	SI事業部 副事業部長	ja	Yes	Information Technology Manager				1
590	SI第1事業部 部長	ja	Yes	Information Technology Manager				1
591	SI開発事業本部 ビジネスアーキテクト部 部長	ja	Yes	Business Development Manager	Business Development DM	Business Development	Manager	1
592	SMART VISION事業センター 事業企画室 室長	ja	Yes	Information Technology Manager				1
593	SMARTファクトリー開発部 担当課長	ja	Yes	Business Development Manager				0.99
594	SND 取締役	ja	Yes	Managing Director				1
595	SOFTWAREENGINEERING シニアアナリスト	ja	Yes	Software Analyst	Engineering User	Engineering	Entry	0.75
596	SOL企画 一般社員・職員	ja	Yes	Project Administrator				1
597	SPA 一般社員・職員	ja	Yes	Office Worker				1
598	SPD管理部係長 医療情報技師	ja	Yes	Engineer				1
599	SPF企画室 一般社員・職員	ja	Yes	Business Planner				1
600	SPF開発本部 シニアエンジニア	ja	Yes	Information Technology Engineer				0.98
601	SQL SERVER サポート	ja	Yes	Sql Developer	Developer User	Developer	Entry	1
602	SRE エンジニア	ja	Yes	Engineer				1
603	SRE メンバー	ja	Yes	Site Reliability Engineer	Engineering User	Engineering	Entry	0.95
604	SREUNIT インフラエンジニア	ja	Yes	Infrastructure Engineer	Information Technology User	Information Technology	Entry	0.98
605	SREエンジニア/グループマネージャ	ja	Yes	Engineering Manager				1
606	SREグループ 開発チーム	ja	Yes	Site Reliability Engineer	Engineering User	Engineering	Entry	1
607	SS部　第三マネージドソリューション部門　第六グループ その他	ja	Yes	Managed Services Specialist	Operations User	Operations	Entry	0.85
608	SX推進室 マネージャー	ja	Yes	Business Development Manager				0.94
609	T (担当者)	ja	Yes	No suitable match found				0
610	TCR クラウド事業本部 3D住宅CADプロジェクト	ja	Yes	Information Technology Analyst				0.96
611	TCR グループリーダー	ja	Yes	Information Technology Analyst				1
612	TCR グループ長	ja	Yes	Information Technology Analyst				1
613	TCR セールス&AMP;マーケティングユニット	ja	Yes	Information Technology Analyst				0.92
614	TCR 室長	ja	Yes	Information Technology Manager				1
615	TCR 情シス担当	ja	Yes	Information Technology Analyst	Information Technology User	Information Technology	Entry	1
616	TCR　情報システム部 執行役員	ja	Yes	Information Technology Executive	Information Technology DM	Information Technology	Senior	1
617	TCR 経営管理本部 情報システム部 システム運用グループ	ja	Yes	Information Technology Generalist				0.91
618	TCR 経営管理部業務システム室 係長補佐	ja	Yes	Information Technology Analyst				1
619	TCR 経理総務部	ja	Yes	Accountant				1
620	TCR 統括リーダー	ja	Yes	Information Technology Analyst				1
621	TCR 調査役	ja	Yes	Research Employee				1
622	TCR_MW/AZURE　経営企画部 システム担当	ja	Yes	Planning Manager	Program and Project Management DM	Program and Project Management	Manager	0.7
623	TECHマーケ＆デザイン企画部 担当課長	ja	Yes	Marketing Manager	Marketing DM	Marketing	Manager	1
624	UIデザイナー	ja	Yes	User Interface Designer	Information Technology User	Information Technology	Entry	1
625	URBAN HACKS エンジニア	ja	Yes	Information Technology Generalist				1
626	UX/UI デザイナー	ja	Yes	User Interface Designer	Information Technology User	Information Technology	Entry	1
627	VFXスーパーバイザー	ja	Yes	Industrial Designer				1
628	"VICE PRESIDENT, マーケティング"	ja	Yes	Vice President Marketing	Marketing DM	Marketing	VP	1
629	"VICE PRESIDENT, 営業/ビジネス ディベロップメント"	ja	Yes	Vice President of Sales	Sales DM	Sales	VP	1
630	WDEV その他	ja	Yes	Software Application Developer	Developer User	Developer	Entry	0.85
631	WEB PCプロダクトG エキスパート職	ja	Yes	Product Manager	Product Management DM	Product Management	Manager	0.7
632	WEB コンテンツ戦略	ja	Yes	Content Developer				0.9
633	WEB サイト	ja	No					
634	WEB/AIチーム	ja	Yes	Web Developer				1
635	WEB3推進室活用係 係長	zh-Hant	Yes	Marketing Director	Marketing DM	Marketing	Director	0.7
636	WEBアプリケーションエンジニア	ja	Yes	Web Application Developer	Developer User	Developer	Entry	1
637	WEBアプリケーションディベロッパー	ja	Yes	Web Application Developer	Developer User	Developer	Entry	1
638	WEBエンジニア	ja	Yes	Web Developer	Developer User	Developer	Entry	1
639	WEBサービス エンジニア	ja	Yes	Web Developer	Developer User	Developer	Entry	1
640	WEBサイト設計/構築/開発者	ja	Yes	Website Designer	Media and Communication User	Media and Communication	Entry	0.9
641	WEBシステム開発部 GM	ja	Yes	Web Developer	Developer User	Developer	Entry	1
642	WEBディベロッパー	ja	Yes	Web Developer	Developer User	Developer	Entry	1
643	WEBデザイナー	ja	Yes	Web Designer	Media and Communication User	Media and Communication	Entry	1
644	WEBデザイン	ja	Yes	Web Designer	Media and Communication User	Media and Communication	Entry	1
645	WEBマーケター	ja	Yes	Marketing Specialist				1
646	WEBマーケティング部 部長	ja	Yes	Digital Marketing Manager	Marketing DM	Marketing	Manager	1
647	WEBマスター	ja	Yes	Web Developer				1
648	WEB管理者	ja	Yes	Web Administrator	Media and Communication User	Media and Communication	Entry	1
649	WEB開発	ja	Yes	Web Developer	Developer User	Developer	Entry	1
650	WEB開発/エンジニア	ja	Yes	Web Developer	Developer User	Developer	Entry	0.96
651	WEB開発者	ja	Yes	Web Developer	Developer User	Developer	Entry	1
652	WEB開発部 エンジニア	ja	Yes	Web Developer	Developer User	Developer	Entry	1
653	WING マネージャー	ja	Yes	Information Technology Manager				1
654	"X(クロス)イノベーション本部 ソフトウェアデザインセンター 開発技術グループ, アソシエイトマネージャー"	ja	Yes	Development Manager	Developer DM	Developer	Manager	0.85
655	"YOJO事業部, エンジニアリングマネージャー"	ja	Yes	Engineering Manager	Engineering DM	Engineering	Manager	1
656	あ	ja	No					
657	アーキテクチャ	ja	Yes	Architect				1
658	エンジニアリングマネージャ	ja	Yes	Engineering Manager	Engineering DM	Engineering	Manager	1
659	エンジニアリングマネージャー	ja	Yes	Engineering Manager	Engineering DM	Engineering	Manager	1
660	エンジニアリングユニット	ja	No					
661	エンジニアリングリーダー	ja	Yes	Engineering Manager	Engineering DM	Engineering	Manager	1
662	エンジニアリング事業企画本部 部長	ja	Yes	Engineering Manager	Engineering DM	Engineering	Manager	1
663	エンジニアリング事業部 ネットワークインテグレーション部	ja	Yes	Network Engineer				1
664	エンジニアリング技術者	ja	Yes	Health Specialist				1
665	エンジニアリング推進本部/プロフェッショナル	ja	Yes	No suitable match found				0
666	エンジニアリング統括	ja	Yes	Engineer				1
667	エンジニアリング統括 グループマネージャー	ja	Yes	Engineering Manager	Engineering DM	Engineering	Manager	1
668	エンジニアリング部 なし	ja	Yes	Infrastructure Engineer				1
669	エンジニアリング部門	ja	No					
670	エンジニアリング部電気技術室 課長クラス	ja	Yes	Engineering Manager	Engineering DM	Engineering	Manager	0.85
671	エンジニアリング部電計システム課  兼 システム戦略部	ja	Yes	No suitable match found				0
672	エンジニア部 リーダー	ja	Yes	Engineering Manager	Engineering DM	Engineering	Manager	1
673	エンタープライズアーキテクト	ja	Yes	Enterprise Architect	Architect DM	Architect	Senior	1
674	エンタープライズアカウントマネージャー	ja	Yes	Account Manager	Sales DM	Sales	Manager	1
675	エンタープライズセールス	ja	Yes	Sales Specialist	Sales User	Sales	Entry	1
676	エンタープライズソリューション事業本部 担当課長	ja	Yes	Information Technology Manager				1
677	エンタープライズビジネスソリューション部 課長代理	ja	Yes	Information Technology Manager				1
678	エンタープライズビジネス営業部 一般社員・職員	ja	Yes	Sales Executive	Sales DM	Sales	Manager	0.85
679	エンタープライズ事業部 クラウドアーキテクト	ja	Yes	Cloud Architect	Architect DM	Architect	Senior	1
680	エンタープライズ推進事業部 チーフプロジェクトマネージャー	ja	Yes	Project Manager	Program and Project Management DM	Program and Project Management	Manager	1
681	エンタープライズ本部 一般社員・職員	ja	Yes	Information Technology Generalist				1
682	エンタープライズ本部 開発3部 PS開発チーム	ja	Yes	Technology Development Engineer	Engineering User	Engineering	Entry	0.7
683	エンタープライズ開発本部 開発3部 PS開発チーム	ja	Yes	Business Development Specialist				1
684	エンドポイントセキュリティ部 係長・主任クラス	ja	Yes	Security Operations Manager	Security DM	Security	Manager	0.85
685	エンドユーザービジネス本部 本部長	ja	Yes	Information Technology Manager				1
686	エンベデット事業本部 営業部長	ja	Yes	Sales Manager	Sales DM	Sales	Manager	0.99
687	オートメーションエンジニア	ja	Yes	Information Technology Engineer	Engineering User	Engineering	Entry	1
688	オートモーティブ セールスマネージャー	ja	Yes	Sales Manager	Sales DM	Sales	Manager	1
689	オートモーティブシステム事業部 ソリューションビジネス部 主査	ja	Yes	Information Technology Manager				1
690	オートモーティブ営業本部長 応用技術本部長 取締役	ja	Yes	Sales Director	Sales DM	Sales	Director	1
691	オーナー	ja	Yes	Owner	Business Development CXO	Business Development	Owner	1
692	オネスト・アイHD 財務戦略部 マネージャー 兼 広報経営企画部 マネージャー 兼 法務知財戦略部 マネージャー	ja	Yes	Director of Intellectual Property	Legal DM	Legal	Director	0.6
693	オフィサー	ja	Yes	Director of Business Development				1
694	オフィスシステムマネージャー	ja	Yes	Project Manager				1
695	オフィスワーク	ja	No					
696	オペレーション	ja	Yes	Operations Staff	Operations User	Operations	Entry	0.95
697	オペレーション TCR	ja	No					
698	オペレーションエンジニア	ja	Yes	Engineer				1
699	オペレーションコンサルタント	ja	Yes	Process Specialist				1
700	オペレーションマネージャー	ja	Yes	Operations Manager	Operations DM	Operations	Manager	1
701	オペレーション強化部 リーダー	ja	Yes	Operations Specialist				1
702	オペレーション部オペレーション企画グループ マネージャー	ja	Yes	Operations Manager	Operations DM	Operations	Manager	1
703	オペレーター	ja	Yes	Finance Specialist				1
704	オンラインエディター	ja	Yes	Production Editor	Media and Communication User	Media and Communication	Entry	1
705	お客様サポートセンター センター長	ja	Yes	Service Support Specialist				1
706	カーボンニュートラル推進本部/副長	ja	Yes	Director of Sustainability	Community and Social Services DM	Community and Social Services	Director	0.85
707	カウンセラー	ja	Yes	Consultant				1
708	IT推進	ja	Yes	Technology Development Engineer				1
709	カスタマーサービス	ja	Yes	Service Support Specialist				1
710	カスタマーサービス シニアマネージャー	ja	Yes	Customer Service Manager	Customer Service and Support DM	Customer Service and Support	Manager	1
711	カスタマーサービス部 一般社員・職員	ja	Yes	Customer Service Specialist	Customer Service and Support User	Customer Service and Support	Entry	0.85
712	カスタマーサクセス	ja	Yes	Customer Service Specialist	Customer Service and Support User	Customer Service and Support	Entry	1
713	カスタマーサクセスマネージャー	ja	Yes	Customer Service Specialist	Customer Service and Support User	Customer Service and Support	Entry	1
714	カスタマーサポートエンジニア	ja	Yes	Technical Support Representative	Customer Service and Support DM	Customer Service and Support	Senior	1
715	カスタマーサポートマネージャー	ja	Yes	Customer Service Specialist				1
716	カスタマーサポート統括本部 部長クラス	ja	Yes	Customer Service Manager	Customer Service and Support DM	Customer Service and Support	Manager	0.85
717	カスタマーソリューションマネージャー	ja	Yes	Customer Service Specialist	Customer Service and Support User	Customer Service and Support	Entry	1
718	カスタマープロジェクトマネージャー	ja	Yes	Project Manager	Program and Project Management DM	Program and Project Management	Manager	1
719	カスタマエンジニアリング部 部長	ja	Yes	Engineering Manager	Engineering DM	Engineering	Manager	1
720	カスタマオペレーション グループマネージャー	ja	Yes	Customer Service Manager	Customer Service and Support DM	Customer Service and Support	Manager	1
721	カスタマサポート本部 サービスセンタ 取締役 次長	ja	Yes	Service Support Manager	Customer Service and Support DM	Customer Service and Support	Manager	0.96
722	ガバナンスマネージャー	ja	Yes	Information Technology Governance Manager	Information Technology DM	Information Technology	Manager	1
723	カメラマン	ja	Yes	Photographer	Media and Communication User	Media and Communication	Entry	1
724	カントリーディレクター	ja	Yes	Director General	Business Development DM	Business Development	Director	1
725	カントリーマネージャー	ja	Yes	Chief Sales Officer				1
726	キーアカウントマネージャー	ja	Yes	Account Manager	Sales DM	Sales	Manager	1
727	ギークス株式会社 経営管理本部 コーポレートデザイン部 情報システム担当 リーダー	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	0.85
728	キャプテン	ja	Yes	Commander	Community and Social Services DM	Community and Social Services	Manager	1
729	キャラクターモデラー	ja	Yes	3D Artist	Other DM	Other	Senior	1
730	キャリアアドバイザー	ja	Yes	Career Counselor	Human Resources DM	Human Resources	Senior	0.97
731	キャリアコーチ	ja	Yes	Career Counselor	Human Resources DM	Human Resources	Senior	1
732	キャリアコンサルタント	ja	Yes	Career Counselor	Human Resources DM	Human Resources	Senior	1
733	キャンペーン マネージャー	ja	Yes	Information Technology Manager				1
734	キュレーター	ja	Yes	Art Curator	Other DM	Other	Senior	1
735	クライアント・エグゼクティブ	ja	Yes	Account Executive	Sales DM	Sales	Senior	1
736	クライアント・パートナー	ja	Yes	Business Development Manager				1
737	クライアントアドバイザー	ja	Yes	Consultant				1
738	クライアントエンジニア	ja	Yes	Infrastructure Engineer				1
739	クライアントサービス	ja	Yes	Customer Service Specialist	Customer Service and Support User	Customer Service and Support	Entry	1
740	クライアントディレクター	ja	Yes	Director of Sales and Client Services	Sales DM	Sales	Director	1
741	クライアントパート エンジニア	ja	Yes	Information Technology Engineer				1
742	クライアントパートナー	ja	Yes	Business Development Manager				1
743	クライアントリーダー	ja	Yes	Consultant				1
744	クライアント担当	ja	Yes	Information Technology Generalist				1
745	クラウド	ja	Yes	Information Technology Generalist				1
746	クラウド アーキテクト	ja	Yes	Cloud Architect	Architect DM	Architect	Senior	1
747	クラウド/バックアップ	ja	Yes	Information Technology Generalist				1
748	クラウド・ソリューション技術本部　第一技術部 係長	ja	Yes	Manager of Cloud Security	Security DM	Security	Manager	0.75
749	クラウドCOE室 室長	ja	Yes	Information Technology Manager				1
750	クラウドアーキテクト	ja	Yes	Cloud Architect	Architect DM	Architect	Senior	1
751	クラウドインテグレーション事業部 営業部	ja	Yes	Information Technology Generalist				1
752	クラウドエンジニア	ja	Yes	Cloud Engineer	Engineering User	Engineering	Entry	1
753	クラウドサービス部 課長	ja	Yes	Cloud Security Manager	Security DM	Security	Manager	0.75
754	"クラウドサービス部, 担当係長"	ja	Yes	Information Technology Manager				0.99
755	クラウドサービス開発部 自働化イノベーション課 課長	ja	Yes	Information Technology Manager				0.9
756	"クラウドソリューション部, インフラエンジニア"	ja	Yes	Infrastructure Engineer	Information Technology User	Information Technology	Entry	0.98
757	"クラウドソリューション部, エンジニア"	ja	Yes	Cloud Engineer	Engineering User	Engineering	Entry	0.85
758	クラウド営業第二部 一般社員・職員	ja	Yes	Technical Sales Professional	Sales User	Sales	Entry	0.75
759	クラウド基盤運用	ja	Yes	Infrastructure Engineer	Information Technology User	Information Technology	Entry	1
760	クラウド基盤開発部 係長・主任クラス	ja	Yes	Cloud Architect	Architect DM	Architect	Senior	0.75
761	クラウド技術者	ja	Yes	Information Technology Generalist				1
762	クラウド推進部 部長	ja	Yes	Information Technology Manager				1
763	グラフィックデザイナー	ja	Yes	Graphic Designer	Media and Communication User	Media and Communication	Entry	1
764	クリエイター	ja	Yes	Content Developer				1
765	クリエイター&エンジニア本部	ja	Yes	Engineer				1
766	クリエイティブ	ja	Yes	Creative Designer				1
767	クリエイティブ ディレクタ/マネージャ	ja	Yes	Information Technology Manager				1
768	クリエイティブアソシエイト	ja	Yes	Creative Designer	Other DM	Other	Senior	1
769	クリエイティブディレクター	ja	Yes	Digital Art Director	Media and Communication DM	Media and Communication	Director	1
770	クリエイティブデザイナー	ja	Yes	Creative Designer	Other DM	Other	Senior	1
771	クリエイティブプロデューサー	ja	Yes	Production Editor	Media and Communication User	Media and Communication	Entry	1
772	クリエイティブマネージャー	ja	Yes	Information Technology Manager				1
773	クリエイティブリーダー	ja	Yes	Creative Designer	Other DM	Other	Senior	1
774	クリエイティブ室 室長	ja	Yes	Information Technology Manager				1
775	クルー	ja	Yes	Mariner				1
776	グループ マネージャー	ja	Yes	Information Technology Manager				1
777	グループアカウントディレクター	ja	Yes	Director of Account Management	Sales DM	Sales	Director	1
778	グループアシスタント	ja	Yes	Assistant	Operations User	Operations	Entry	1
779	グループウェア開発部 係長・主任クラス	ja	Yes	Business Development Manager				1
780	グループディレクター	ja	Yes	Executive Director				1
781	グループマネージャ	ja	Yes	Information Technology Manager				1
782	グループマネージャー	ja	Yes	Information Technology Manager				1
783	グループマネージャー / WEB企画開発部WEB開発グループ	ja	Yes	Web Development Manager	Developer DM	Developer	Manager	0.85
784	グループマネージャー TCR	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
785	グループマネージャー 経営管理	ja	Yes	Information Technology Manager				1
786	グループマネジャー	ja	Yes	Information Technology Manager				1
787	グループマネジャー プロデューサー	ja	Yes	Information Technology Manager				1
788	グループメンバー	ja	No					
789	グループリーダ	ja	Yes	Technology Manager				1
790	IT系	zh-Hans	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
791	グループリーダー / 久保　直子 / 093645	ja	Yes	Technology Manager				1
792	グループリーダー / 廣木　由里子 / 131903	ja	Yes	Technology Manager				1
793	グループリーダー / 杉田　千鶴 / 913839	ja	Yes	Technology Manager				1
794	グループリーダー / 石川　雄大 / 042080	ja	Yes	Technology Manager				1
795	グループリーダー TCR	ja	Yes	Information Technology Manager				1
796	グループリーダー プラットフォームエンジニア	ja	Yes	Engineering Manager				1
797	グループリーダー/DX・IT統括本部 DX企画部	ja	Yes	Information Technology Manager				0.98
798	グループリーダー/GROUP LEADER	ja	Yes	Technology Manager				1
799	グループリーダ主任技師 / SENIOR ENGINEER	ja	Yes	Engineer	Engineering User	Engineering	Entry	1
800	グループ事業サポート本部 ICT戦略部 ICT 運用課長	ja	Yes	Business Development Specialist				1
801	グループ情報システム部 課長	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
802	グループ経営推進部　デジタル戦略課 課長	ja	Yes	Information Technology Manager				1
803	グループ長	ja	Yes	Technology Manager				1
804	グループ長 (兼) 主査	ja	Yes	Information Technology Manager				0.97
805	グローバルICT本部 DX推進部	ja	Yes	Digital Media Specialist				1
806	グローバルアカウントセールスマネージャー	ja	Yes	Sales Manager	Sales DM	Sales	Manager	1
807	グローバルアカウントマネージャー	ja	Yes	Account Manager	Sales DM	Sales	Manager	1
808	グローバルセールス	ja	Yes	Sales Employee				1
809	グローバルビジネス推進本部 一般社員・職員	ja	Yes	Business Development Specialist				0.99
810	グローバルマーケティング	ja	Yes	Marketing Specialist	Marketing User	Marketing	Entry	1
811	グローバル事業本部 主任	ja	Yes	International Trade Specialist				1
812	グローバル事業本部 課長クラス	ja	Yes	Information Technology Manager				0.92
813	グローバル情報システム部 課長	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
814	グローバル監査部 マネジャー	ja	Yes	Information Technology Manager				1
815	"クロス・フロンティアディビジョン, アソシエイトプリンシパル"	ja	Yes	Principal				1
816	ケーブルプロダクト部・担当部長	ja	Yes	Information Technology Manager				1
817	ゲームプロジェクト エンジニア	ja	Yes	Game Producer	Information Technology DM	Information Technology	Manager	1
818	コアメンバー	ja	Yes	Administrative Employee				1
819	コーチ	ja	Yes	Agile Coach				1
820	コーディネーター	ja	Yes	Information Technology Generalist				1
821	IT運用	ja	Yes	Information Technology Generalist				1
822	コーポレート・エグゼクティブ	ja	Yes	Executive				1
823	コーポレートIT チームリーダー	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
824	コーポレートITコンサルティング部 課長代理	ja	Yes	Information Technology Manager				1
825	コーポレートIT部 一般社員・職員	ja	Yes	Information Technology Generalist	Information Technology User	Information Technology	Entry	1
826	コーポレートIT部 副部長	ja	Yes	Information Technology Manager	Information Technology DM	Information Technology	Manager	1
827	コーポレートエンジニア	ja	Yes	Engineer	Engineering User	Engineering	Entry	1
828	コーポレートオフィサー 部長	ja	Yes	Information Technology Manager				1
829	コーポレートセールスマネージャー	ja	Yes	Sales Manager	Sales DM	Sales	Manager	1
830	コーポレート本部 デジタル改革推進室 企画開発部	ja	Yes	Business Planner				1
831	コーポレート本部 情報システム部 IT戦略室	ja	Yes	Information Technology Generalist				1
832	コーポレート本部 部長代理	ja	Yes	Information Technology Manager				1
833	コーポレート管理本部デジタル統括部サイバーセキュリティ推進部セキュリティ推進課 チーフ	ja	Yes	Chief Information Security Officer				1
834	コーポレート管理部 課長クラス	ja	Yes	Information Technology Manager				0.92
835	コーポレート部 情報システムグループ	ja	Yes	Information Technology Generalist				1
836	コールセンター	ja	Yes	Call Center Specialist	Customer Service and Support User	Customer Service and Support	Entry	1
837	コールセンターオペレーター	ja	Yes	Call Center Specialist	Customer Service and Support User	Customer Service and Support	Entry	1
838	コールセンターマネージャー	ja	Yes	Call Center Manager	Customer Service and Support DM	Customer Service and Support	Manager	1
839	コスト管理	ja	Yes	Corporate Finance Specialist				1
840	コネクティッドシステム部 インフラエンジニア	ja	Yes	Infrastructure Engineer	Information Technology User	Information Technology	Entry	0.98
841	コネクティッドシステム部 シニアスペシャリスト	ja	Yes	System Administrator				1
842	コネクティビティ戦略部 係長・主任クラス	ja	Yes	Planning Manager				0.94
843	"コネックテッドテクノロジー部, システムエンジニア"	ja	Yes	Information Technology Engineer	Engineering User	Engineering	Entry	0.85
844	コピーライター	ja	Yes	Copywriter	Media and Communication User	Media and Communication	Entry	1
845	コマーシャルエグゼクティブ	ja	Yes	Executive				1
846	コマーシャルディレクター	ja	Yes	Director of Business Development	Business Development DM	Business Development	Director	1
847	コマーシャルマーケティング マネージャー	ja	Yes	Marketing Manager	Marketing DM	Marketing	Manager	1
848	コマーシャルマネージャー	ja	Yes	Information Technology Manager				1
849	コミュニケーションデザイナー	ja	Yes	Creative Designer				1
850	コミュニケーション事業部 ディレクター	ja	Yes	Director of Information Technology				1
851	コラボレーション本部 　マネージャー	ja	Yes	Information Technology Manager				1
852	IT開発	ja	Yes	Information Technology Generalist				1
853	コンサルタント  TCR	ja	Yes	Consultant				1
854	コンサルタント　NON-TCR	ja	Yes	Information Technology Consultant				1
855	コンサルタント コンサルタント	ja	Yes	Information Technology Consultant				1
856	コンサルタント/エンジニア	ja	Yes	Consultant	Business Development DM	Business Development	Senior	1
857	コンサルタント/チームリード	ja	Yes	Consultant	Business Development DM	Business Development	Senior	1
858	コンサルタント/プロジェクト・マネージャー	ja	Yes	Project Manager	Program and Project Management DM	Program and Project Management	Manager	1
859	コンサルタント業務	ja	Yes	Consultant	Business Development DM	Business Development	Senior	1
